"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Mean_Across_Years"
"Colombia","COL","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.593,0.598653852939606,NA,0.60433030128479,NA,NA,0.598661384741465
"Comoros","COM","GDP per capita (current US$)","NY.GDP.PCAP.CD",1595.9898185586,1608.68787502172,1322.93677459988,1357.26622888827,1414.58668930422,1531.33781085759,1510.79732262852,1519.58677981634,1577.47084066126,1484.89246472542,1492.35526050618
"Comoros","COM","Government Effectiveness: Estimate","GE.EST",-1.60911595821381,-1.73754167556763,-1.64062190055847,-1.67716920375824,-1.67857372760773,-1.71594655513763,-1.75323903560638,-1.64291417598724,-1.81380772590637,-1.68251287937164,-1.69514428377151
"Comoros","COM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.409,0.400950133800507,NA,0.40468829870224,NA,NA,0.404879477500916
"Congo, Dem. Rep.","COD","GDP per capita (current US$)","NY.GDP.PCAP.CD",444.864357559096,472.266235725533,482.064568638238,456.027950583624,451.089088517319,546.212593203883,575.882781366465,524.666686211495,576.974729394136,653.656223069354,518.370521426914
"Congo, Dem. Rep.","COD","Government Effectiveness: Estimate","GE.EST",-1.46756505966187,-1.56517326831818,-1.6417772769928,-1.55877494812012,-1.66798233985901,-1.57233321666718,-1.65568780899048,-1.74476528167725,-1.75555169582367,-1.74592006206512,-1.63755309581757
"Congo, Dem. Rep.","COD","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.369,0.364528745412826,NA,0.366369277238846,NA,NA,0.366632674217224
"Congo, Rep.","COG","GDP per capita (current US$)","NY.GDP.PCAP.CD",3719.6510360643,3623.80745981756,2455.34791009784,2107.5030239722,2227.72013856074,2715.24310477161,2508.9447830009,2011.2694790099,2540.47321153317,2649.22502230642,2655.91851691346
"Congo, Rep.","COG","Government Effectiveness: Estimate","GE.EST",-1.15869379043579,-1.13005948066711,-1.07031738758087,-1.1337902545929,-1.24543416500092,-1.2001781463623,-1.13162696361542,-1.25432980060577,-1.32001793384552,-1.36932182312012,-1.20137697458267
"Congo, Rep.","COG","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.42,0.417835533618927,NA,0.41926571726799,NA,NA,0.419033750295639
"Costa Rica","CRI","GDP per capita (current US$)","NY.GDP.PCAP.CD",10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374731,13365.3563992692,12012.00012303
"Costa Rica","CRI","Government Effectiveness: Estimate","GE.EST",0.456511080265045,0.363258302211761,0.306994050741196,0.284244060516357,0.222507447004318,0.352696746587753,0.347733318805695,0.196720212697983,0.224117517471313,0.0532664284110069,0.280804916471243
"Costa Rica","CRI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.619,0.603258788585663,NA,0.628635048866272,NA,NA,0.616964612483978
"Cote d'Ivoire","CIV","GDP per capita (current US$)","NY.GDP.PCAP.CD",1903.05422934098,2124.01943008462,1941.58189772117,1999.19537159383,2113.34152528591,2295.54033462887,2290.78737894927,2349.06988200418,2613.3788930684,2486.41219394248,2211.63811366197
"Cote d'Ivoire","CIV","Government Effectiveness: Estimate","GE.EST",-0.937793016433716,-0.85645455121994,-0.746898710727692,-0.735667884349823,-0.812799036502838,-0.647259414196014,-0.559290289878845,-0.539629280567169,-0.537407279014587,-0.342977225780487,-0.671617668867111
"Cote d'Ivoire","CIV","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.353,0.369968354701996,NA,0.379889339208603,NA,NA,0.367619231303533
"Croatia","HRV","GDP per capita (current US$)","NY.GDP.PCAP.CD",13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345,14706.1320219706
"Croatia","HRV","Government Effectiveness: Estimate","GE.EST",0.675976753234863,0.677013695240021,0.4580357670784,0.422897964715958,0.535450637340546,0.514107942581177,0.456991463899612,0.425023794174194,0.553089022636414,0.581651031970978,0.530023807287216
"Croatia","HRV","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.723,0.729365646839142,NA,0.709693968296051,NA,NA,0.720686538378398
"Cuba","CUB","GDP per capita (current US$)","NY.GDP.PCAP.CD",6814.24384354868,7117.53573456326,7683.74025365669,8055.92586780018,8543.33006731328,8831.91040872027,9139.38051005519,9499.57250428248,NA,NA,8210.7048987425
"Cuba","CUB","Government Effectiveness: Estimate","GE.EST",-0.409548580646515,-0.034200482070446,0.00330557837150991,-0.123933307826519,-0.198374405503273,-0.250046610832214,-0.177793011069298,-0.203546971082687,-0.248740553855896,-0.350331842899323,-0.199321018741466
"Cuba","CUB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curacao","CUW","GDP per capita (current US$)","NY.GDP.PCAP.CD",19721.292182955,19623.0300713664,19361.8129630226,18944.0962772875,18938.2440965187,19119.1244887029,19220.6865793075,16356.0933254541,17979.9982909306,20501.7522782219,18976.6130553767
"Curacao","CUW","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curacao","CUW","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP","GDP per capita (current US$)","NY.GDP.PCAP.CD",27727.53515625,27162.322265625,23408.44140625,24605.349609375,26608.6953125,29335.046875,29420,28281.42578125,32745.84375,32048.240234375,28134.2900390625
"Cyprus","CYP","Government Effectiveness: Estimate","GE.EST",1.36044573783875,1.13593256473541,1.01833045482635,0.926982343196869,0.885234951972961,0.883697271347046,0.955951392650604,0.839920282363892,0.699314296245575,0.730678856372833,0.943648815155029
"Cyprus","CYP","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.751,0.754617035388947,NA,0.755520224571228,NA,NA,0.753712419986725
"Czechia","CZE","GDP per capita (current US$)","NY.GDP.PCAP.CD",20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23424.4804601855,23664.8478631108,22992.8793833348,26822.5141862111,27226.6156386023,22119.6556882238
"Czechia","CZE","Government Effectiveness: Estimate","GE.EST",0.916412830352783,1.03195381164551,1.0261482000351,1.00860571861267,1.03044140338898,0.951217532157898,0.919761836528778,0.911170899868011,1.07069706916809,1.0939074754715,0.996031677722932
"Czechia","CZE","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.782,0.764516711235046,NA,0.752257406711578,NA,NA,0.766258039315541
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD",61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59592.9806886454,60836.5924121638,69268.6517983134,67790.0539923276,60834.9339120964
"Denmark","DNK","Government Effectiveness: Estimate","GE.EST",1.94368696212769,1.78538334369659,1.79531025886536,1.82173657417297,1.74644601345062,1.81058418750763,1.87338101863861,1.84041404724121,1.96179676055908,1.9906097650528,1.85693489313126
"Denmark","DNK","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.774,0.770831823348999,NA,0.755094826221466,NA,NA,0.766642216523488
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD",2102.19794830208,2239.11453821208,2409.31190224284,2545.73879850905,2655.73321960188,2755.83829341814,2876.04366371536,2921.73870623293,3062.55148207643,3136.11276804873,2670.43813203595
"Djibouti","DJI","Government Effectiveness: Estimate","GE.EST",-0.980688691139221,-1.01568114757538,-1.01745092868805,-1.03936290740967,-1.08728611469269,-0.985928177833557,-0.817990303039551,-0.760830402374268,-0.831710994243622,-0.786164522171021,-0.932309418916703
"Djibouti","DJI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","DMA","GDP per capita (current US$)","NY.GDP.PCAP.CD",7240.67911908479,7502.12090974081,7724.04241057376,8223.04145029796,7408.09130082314,7833.19501250117,8561.58701121461,7003.46989117043,7668.15813216962,8351.19321309293,7751.55784506692
"Dominica","DMA","Government Effectiveness: Estimate","GE.EST",0.792424201965332,0.159695938229561,0.213033154606819,0.166600421071053,-0.241829127073288,-0.269048988819122,-0.253151446580887,-0.126706585288048,-0.120851926505566,-0.0970938131213188,0.0223071828484535
"Dominica","DMA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,0.551737248897552,NA,0.544749319553375,NA,NA,0.548243284225464
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD",6171.29512670907,6533.67091082712,6838.93674590634,7191.06970308651,7513.49798180543,7947.15933093481,8173.34469885261,7167.91497432809,8476.74963892506,10111.2457110261,7612.48848224011
"Dominican Republic","DOM","Government Effectiveness: Estimate","GE.EST",-0.488398164510727,-0.456321060657501,-0.394691526889801,-0.290826469659805,-0.383324533700943,-0.388692080974579,-0.351272493600845,-0.281463861465454,-0.00195362628437579,-0.0677330642938614,-0.310467688203789
"Dominican Republic","DOM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.492,0.506880283355713,NA,0.502766907215118,NA,NA,0.50054906352361
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD",6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643,6143.72879729765
"Ecuador","ECU","Government Effectiveness: Estimate","GE.EST",-0.447573006153107,-0.384382158517838,-0.394115418195724,-0.383266448974609,-0.352241843938828,-0.317857921123505,-0.367639988660812,-0.47004047036171,-0.240734726190567,-0.308546245098114,-0.366639822721481
"Ecuador","ECU","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.602,0.596219539642334,NA,0.594254851341248,NA,NA,0.597491463661194
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD",3088.8908340843,3196.86138078687,3370.38244716015,3331.61246134688,2439.96728439968,2531.20007864537,3017.25833578941,3571.5569065135,3886.7224983901,4295.40749561014,3272.98597227264
"Egypt, Arab Rep.","EGY","Government Effectiveness: Estimate","GE.EST",-0.782055974006653,-0.715836346149445,-0.68997585773468,-0.535138189792633,-0.530270397663116,-0.45396289229393,-0.251194149255753,-0.445820093154907,-0.457345426082611,-0.447546809911728,-0.530914613604546
"Egypt, Arab Rep.","EGY","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.486,0.492512345314026,NA,0.494374662637711,NA,NA,0.490962335983912
"El Salvador","SLV","GDP per capita (current US$)","NY.GDP.PCAP.CD",3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012,4099.10657140632
"El Salvador","SLV","Government Effectiveness: Estimate","GE.EST",-0.120989866554737,-0.0243250951170921,-0.285884112119675,-0.343549311161041,-0.387264579534531,-0.490081697702408,-0.531054139137268,-0.260907888412476,-0.340914160013199,-0.320332825183868,-0.310530367493629
"El Salvador","SLV","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.501,0.544985711574554,NA,0.546176612377167,NA,NA,0.530720774650574
"Equatorial Guinea","GNQ","GDP per capita (current US$)","NY.GDP.PCAP.CD",17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027,9750.80784558262
"Equatorial Guinea","GNQ","Government Effectiveness: Estimate","GE.EST",-1.35539746284485,-1.16207671165466,-1.17867159843445,-1.16425859928131,-1.1720118522644,-1.19601023197174,-1.04120028018951,-1.2155157327652,-1.18470907211304,-1.29638779163361,-1.19662393331528
"Equatorial Guinea","GNQ","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","ERI","Government Effectiveness: Estimate","GE.EST",-1.55083477497101,-1.67897701263428,-1.67859208583832,-1.78041470050812,-1.79935944080353,-1.76824188232422,-1.80254232883453,-1.6431565284729,-1.69551146030426,-1.73040449619293,-1.71280347108841
"Eritrea","ERI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD",19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23424.4847073518,23595.2436836441,27943.701219882,28247.095992497,22182.8589656861
"Estonia","EST","Government Effectiveness: Estimate","GE.EST",0.967353165149689,1.01201784610748,1.03646206855774,1.05531477928162,1.07227087020874,1.15059268474579,1.13979399204254,1.29915964603424,1.34501802921295,1.34313404560089,1.14211171269417
"Estonia","EST","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.747,0.774125277996063,NA,0.77720320224762,NA,NA,0.766109493414561
"Eswatini","SWZ","GDP per capita (current US$)","NY.GDP.PCAP.CD",4111.12838248065,3928.5227551684,3583.31129031343,3339.99040122187,3824.04678338499,4021.4455564534,3818.54048403065,3372.90461019719,4068.57381550966,3986.88663743798,3805.53507161982
"Eswatini","SWZ","Government Effectiveness: Estimate","GE.EST",-0.369537502527237,-0.494346857070923,-0.539831638336182,-0.541618824005127,-0.491562604904175,-0.672255098819733,-0.638883948326111,-0.753389954566956,-0.749074459075928,-0.686120450496674,-0.593662133812905
"Eswatini","SWZ","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.409,0.369540899991989,NA,0.37250080704689,NA,NA,0.38368056901296
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD",490.792478420391,557.534148360438,630.312619383054,705.617508543589,755.752644348666,758.29769449458,840.449601255171,918.652594077418,925.00069759158,1027.58591095964,760.999589743453
"Ethiopia","ETH","Government Effectiveness: Estimate","GE.EST",-0.620133638381958,-0.441992610692978,-0.710914850234985,-0.713305473327637,-0.760963618755341,-0.666772186756134,-0.661525189876556,-0.589063823223114,-0.648736000061035,-0.745265185832977,-0.655867257714271
"Ethiopia","ETH","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.385,0.384100586175919,NA,0.382784843444824,NA,NA,0.383961809873581
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD",55560.1330274996,60126.1256426858,52726.6873782078,56833.9165410522,59328.2376643374,62576.8016380509,63203.7447848956,62234.9686802048,69108.2065823035,66979.2773224808,60867.8099261718
"Faroe Islands","FRO","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands","FRO","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD",4586.95521117587,5305.06443160892,5105.18961191892,5368.43349186431,5825.19966514413,6073.39457942347,5927.72420758285,4815.6891481254,4656.05134145,5356.16439621614,5301.986608451
"Fiji","FJI","Government Effectiveness: Estimate","GE.EST",-1.03001976013184,-0.401175409555435,-0.334618091583252,-0.281003683805466,0.237200945615768,0.774844706058502,0.76248824596405,0.589688062667847,0.654334425926209,0.591782867908478,0.156352230906486
"Fiji","FJI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,0.508573293685913,NA,NA,0.508573293685913
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD",49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49987.6261584968,48629.8582283032,49169.7193388499,53504.6936483441,50871.9304508821,48541.1362578554
"Finland","FIN","Government Effectiveness: Estimate","GE.EST",2.18119192123413,2.02586197853088,1.84421217441559,1.84277081489563,1.97704017162323,2.0138726234436,1.97287130355835,1.90141117572784,1.92068529129028,1.75512683391571,1.94350442886352
"Finland","FIN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.814,0.814484000205994,NA,0.796001017093658,NA,NA,0.808161672433217
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD",42602.7179652667,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41557.8548588876,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,40395.7831144236
"France","FRA","Government Effectiveness: Estimate","GE.EST",1.48261678218842,1.41354477405548,1.41785860061646,1.38138175010681,1.30881631374359,1.4197963476181,1.33828783035278,1.2046355009079,1.23061394691467,1.165806889534,1.33633587360382
"France","FRA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.765,0.755960285663605,NA,0.762737214565277,NA,NA,0.761232500076294
"French Polynesia","PYF","GDP per capita (current US$)","NY.GDP.PCAP.CD",20941.5173404574,21223.0754876891,18252.5142032094,18726.6394704764,19743.9590211525,20614.8943681731,20093.2085805567,19185.6977702906,20230.2410482554,18984.8510962405,19799.6598386501
"French Polynesia","PYF","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia","PYF","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD",9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90605067973,7523.86228077637,6680.08266467748,8635.7971442819,8820.34733682316,7864.87926750894
"Gabon","GAB","Government Effectiveness: Estimate","GE.EST",-0.868806004524231,-0.605925261974335,-0.758396923542023,-0.831983506679535,-1.00361776351929,-0.826392531394959,-0.957518041133881,-0.993326544761658,-0.819578289985657,-0.726116597652435,-0.8391661465168
"Gabon","GAB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.453,0.456387877464294,NA,0.457612454891205,NA,NA,0.455666777451833
"Gambia, The","GMB","GDP per capita (current US$)","NY.GDP.PCAP.CD",647.385534561172,561.649634566263,611.67121911225,640.676265282984,632.001024153219,683.324632754874,722.875356284026,704.030462837221,772.151450503284,808.278281490135,678.404386154543
"Gambia, The","GMB","Government Effectiveness: Estimate","GE.EST",-0.739454984664917,-0.719099462032318,-0.989859938621521,-0.936807751655579,-0.745486438274384,-0.75130432844162,-0.765243172645569,-0.787312388420105,-0.678520202636719,-0.674558699131012,-0.778764736652374
"Gambia, The","GMB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.397,0.403292864561081,NA,0.421570628881455,NA,NA,0.407287831147512
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD",4623.88471369397,4739.27691304547,4014.11165137641,4062.12697838612,4356.92801624893,4722.0424231414,4696.15058555612,4255.74299321254,5023.27438368985,6674.95695994589,4716.84956182967
"Georgia","GEO","Government Effectiveness: Estimate","GE.EST",0.60695880651474,0.424936980009079,0.26302033662796,0.421116173267365,0.481253504753113,0.518160223960876,0.766231834888458,0.717011868953705,0.618161380290985,0.650825500488281,0.546767660975456
"Georgia","GEO","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.614,0.609057724475861,NA,0.568925797939301,NA,NA,0.597327840805054
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD",46298.9229177341,48023.8699845462,41103.2564363768,42136.1207907991,44652.5891722719,47939.2782884504,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,46385.3393757279
"Germany","DEU","Government Effectiveness: Estimate","GE.EST",1.51098811626434,1.6654098033905,1.65674340724945,1.66083610057831,1.61281025409698,1.52358090877533,1.49546587467194,1.31406188011169,1.29082775115967,1.2898074388504,1.50205315351486
"Germany","DEU","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.795,0.763772785663605,NA,0.751162469387054,NA,NA,0.76997841835022
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD",2282.40750113579,1942.92186873525,1711.27131722255,1900.39767444476,1998.72266581387,2180.02968425645,2167.92544000869,2176.57621804239,2422.08591285021,2203.55893518303,2098.5897217693
"Ghana","GHA","Government Effectiveness: Estimate","GE.EST",-0.134330868721008,-0.308061718940735,-0.319261193275452,-0.25353330373764,-0.186972558498383,-0.319894850254059,-0.290070623159409,-0.196662068367004,-0.176314115524292,-0.0625455379486084,-0.224764683842659
"Ghana","GHA","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.439,0.443490087985992,NA,0.450056403875351,NA,NA,0.444182163953781
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibraltar","GIB","Government Effectiveness: Estimate","GE.EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibraltar","GIB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","GRC","GDP per capita (current US$)","NY.GDP.PCAP.CD",21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087,19569.0552978795
"Greece","GRC","Government Effectiveness: Estimate","GE.EST",0.357710689306259,0.298648625612259,0.146552965044975,0.125311464071274,0.239429265260696,0.258635640144348,0.31449168920517,0.403194963932037,0.406721621751785,0.447398781776428,0.299809570610523
"Greece","GRC","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.681,0.694805860519409,NA,0.690006494522095,NA,NA,0.688604118347168
"Greenland","GRL","GDP per capita (current US$)","NY.GDP.PCAP.CD",47535.4883792376,50485.2244135291,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54693.0766804265,57116.295770722,NA,51240.9193870431
"Greenland","GRL","Government Effectiveness: Estimate","GE.EST",0.938787341117859,0.916511118412018,0.843033373355865,0.815052211284637,0.810150265693665,0.808106005191803,0.786948084831238,0.766806840896606,0.748871743679047,0.756873250007629,0.819114023447037
"Greenland","GRL","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada","GRD","GDP per capita (current US$)","NY.GDP.PCAP.CD",7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9689.08269960317,8806.93930008604
"Grenada","GRD","Government Effectiveness: Estimate","GE.EST",0.274259030818939,-0.0590937547385693,-0.152190431952477,-0.120345048606396,-0.142187014222145,-0.197106674313545,-0.108668252825737,0.00232582469470799,0.0180174540728331,0.0384795591235161,-0.0446509307948873
"Grenada","GRD","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,0.541194915771484,NA,0.565070509910584,NA,NA,0.553132712841034
"Guam","GUM","GDP per capita (current US$)","NY.GDP.PCAP.CD",32318.8908975541,33483.9414359299,34522.3779304433,35052.8079075238,35663.0250406273,35902.725903793,37752.633077142,34780.8616624614,35904.8635462723,NA,35042.4586001941
"Guam","GUM","Government Effectiveness: Estimate","GE.EST",-0.035712368786335,0.438977479934692,0.443229764699936,0.218476206064224,0.237200945615768,0.222634360194206,0.217699736356735,0.632899343967438,0.639231383800507,0.667918145656586,0.368255499750376
"Guam","GUM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala","GTM","GDP per capita (current US$)","NY.GDP.PCAP.CD",3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589,4417.04716305678
"Guatemala","GTM","Government Effectiveness: Estimate","GE.EST",-0.726908981800079,-0.761851191520691,-0.76994127035141,-0.653969824314117,-0.692472994327545,-0.717828691005707,-0.726433575153351,-0.712843358516693,-0.782320499420166,-0.906891822814941,-0.74514622092247
"Guatemala","GTM","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.46,0.456771224737167,NA,0.461270093917847,NA,NA,0.459347106218338
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD",757.692272561928,774.5690395852,756.425589810936,720.473255172646,843.464279230956,944.417268657317,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777584,961.894487743761
"Guinea","GIN","Government Effectiveness: Estimate","GE.EST",-1.1697952747345,-1.23705840110779,-1.18450438976288,-1.06488299369812,-1.08643198013306,-1.02534222602844,-0.855753898620605,-0.969850122928619,-0.953995585441589,-0.941579163074493,-1.04891940355301
"Guinea","GIN","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.374,0.369082599878311,NA,0.37094247341156,NA,NA,0.371341691096624
"Guinea-Bissau","GNB","GDP per capita (current US$)","NY.GDP.PCAP.CD",616.159928714289,605.122546466363,585.957012587988,642.666390086932,718.245737766542,781.644367625001,730.611432270196,710.258132978222,795.118605039186,775.828965745365,696.161311928008
"Guinea-Bissau","GNB","Government Effectiveness: Estimate","GE.EST",-1.45680749416351,-1.64418196678162,-1.65404057502747,-1.70697629451752,-1.80746412277222,-1.52192282676697,-1.5601292848587,-1.46526992321014,-1.44795417785645,-1.48615753650665,-1.57509042024612
"Guinea-Bissau","GNB","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyana","GUY","GDP per capita (current US$)","NY.GDP.PCAP.CD",5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968,7649.58172802068
"Guyana","GUY","Government Effectiveness: Estimate","GE.EST",-0.102658443152905,-0.222039371728897,-0.33048290014267,-0.283952057361603,-0.280504614114761,-0.254933685064316,-0.39551830291748,-0.446153789758682,-0.261376172304153,-0.265898406505585,-0.284351774305105
"Guyana","GUY","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.495,0.494343042373657,NA,0.495226472616196,NA,NA,0.494856504996618
"Haiti","HTI","GDP per capita (current US$)","NY.GDP.PCAP.CD",1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469,1470.54162718986
"Haiti","HTI","Government Effectiveness: Estimate","GE.EST",-1.58944308757782,-2.08367514610291,-2.09976744651794,-2.17048072814941,-2.13057422637939,-1.96588122844696,-2.06706643104553,-2.11304807662964,-2.21875,-2.22696566581726,-2.06656520366669
"Haiti","HTI","Human capital index (HCI) (scale 0-1)","HD.HCI.OVRL",NA,NA,NA,NA,0.446,0.444787979125977,NA,0.446564912796021,NA,NA,0.445784297307333
